# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Liver Cirrhosis	MESH:D008103	COL1A2	1278	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	COL3A1	1281	Digestive system disease	Digestive system disease	marker/mechanism		11167689|15787813|16679477|1880254|2566230
d008107	Liver Cirrhosis	MESH:D008103	COL5A2	1290	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	COMMD1	150684	Digestive system disease	Digestive system disease	marker/mechanism		17919502
d008107	Liver Cirrhosis	MESH:D008103	CP	1356	Digestive system disease	Digestive system disease	marker/mechanism		25226513|26396155
d008107	Liver Cirrhosis	MESH:D008103	CTNNB1	1499	Digestive system disease	Digestive system disease	marker/mechanism		21047994
d008107	Liver Cirrhosis	MESH:D008103	CXCL15	20309	Digestive system disease	Digestive system disease	therapeutic		15763341
d008107	Liver Cirrhosis	MESH:D008103	CYBA	1535	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	CYP1A2	1544	Digestive system disease	Digestive system disease	marker/mechanism		27565560
d008107	Liver Cirrhosis	MESH:D008103	CYP27A1	1593	Digestive system disease	Digestive system disease	marker/mechanism		24381012
d008107	Liver Cirrhosis	MESH:D008103	CYP2R1	120227	Digestive system disease	Digestive system disease	marker/mechanism		24381012
d008107	Liver Cirrhosis	MESH:D008103	DHCR7	1717	Digestive system disease	Digestive system disease	marker/mechanism		24381012
d008107	Liver Cirrhosis	MESH:D008103	F2	2147	Digestive system disease	Digestive system disease	marker/mechanism		10216089
d008107	Liver Cirrhosis	MESH:D008103	F2R	2149	Digestive system disease	Digestive system disease	marker/mechanism		21037076
d008107	Liver Cirrhosis	MESH:D008103	F3	2152	Digestive system disease	Digestive system disease	marker/mechanism		10216089
d008107	Liver Cirrhosis	MESH:D008103	F5	2153	Digestive system disease	Digestive system disease	marker/mechanism		18485088
d008107	Liver Cirrhosis	MESH:D008103	FBN1	2200	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	FGF15	14170	Digestive system disease	Digestive system disease	marker/mechanism		28673684
d008107	Liver Cirrhosis	MESH:D008103	FGF2	2247	Digestive system disease	Digestive system disease	therapeutic		17093919
d008107	Liver Cirrhosis	MESH:D008103	FGF7	2252	Digestive system disease	Digestive system disease	marker/mechanism		17692400
d008107	Liver Cirrhosis	MESH:D008103	FGFR2	2263	Digestive system disease	Digestive system disease	marker/mechanism		17692400
d008107	Liver Cirrhosis	MESH:D008103	FLT1	2321	Digestive system disease	Digestive system disease	marker/mechanism		11981751
d008107	Liver Cirrhosis	MESH:D008103	GC	2638	Digestive system disease	Digestive system disease	marker/mechanism		24381012
d008107	Liver Cirrhosis	MESH:D008103	HDAC2	3066	Digestive system disease	Digestive system disease	marker/mechanism		27396813
d008107	Liver Cirrhosis	MESH:D008103	HGF	3082	Digestive system disease	Digestive system disease	therapeutic		17097021
d008107	Liver Cirrhosis	MESH:D008103	HSD11B2	3291	Digestive system disease	Digestive system disease	marker/mechanism		15199296
d008107	Liver Cirrhosis	MESH:D008103	IFNA1	3439	Digestive system disease	Digestive system disease	therapeutic		18665156
d008107	Liver Cirrhosis	MESH:D008103	IGFBP1	3484	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	IGFBP2	3485	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	IL6	3569	Digestive system disease	Digestive system disease	marker/mechanism		12830005
d008107	Liver Cirrhosis	MESH:D008103	JUND	3727	Digestive system disease	Digestive system disease	marker/mechanism		17133482
d008107	Liver Cirrhosis	MESH:D008103	KRT18	3875	Digestive system disease	Digestive system disease	therapeutic		20538000
d008107	Liver Cirrhosis	MESH:D008103	KRT8	3856	Digestive system disease	Digestive system disease	therapeutic		20538000
d008107	Liver Cirrhosis	MESH:D008103	LAMC2	3918	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	LGALS1	3956	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	LGALS3BP	3959	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	LOX	4015	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	LOXL1	4016	Digestive system disease	Digestive system disease	marker/mechanism		30097701
d008107	Liver Cirrhosis	MESH:D008103	LUM	4060	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	MIR153	387171	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR215	406997	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR29C	407026	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR302C	442895	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR30B	407030	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR30C-1	387227	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR30C2	407032	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR376C	442913	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR503	574506	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR764	100313838	Digestive system disease	Digestive system disease	marker/mechanism		22363424
d008107	Liver Cirrhosis	MESH:D008103	MIR885	100126334	Digestive system disease	Digestive system disease	marker/mechanism		27738331
d008107	Liver Cirrhosis	MESH:D008103	MIR942	100126331	Digestive system disease	Digestive system disease	marker/mechanism		30097701
d008107	Liver Cirrhosis	MESH:D008103	MMP2	4313	Digestive system disease	Digestive system disease	marker/mechanism		15763341|26396155
d008107	Liver Cirrhosis	MESH:D008103	NFE2L2	4780	Digestive system disease	Digestive system disease	therapeutic		23793039
d008107	Liver Cirrhosis	MESH:D008103	NPC1	4864	Digestive system disease	Digestive system disease	marker/mechanism		22216111
d008107	Liver Cirrhosis	MESH:D008103	NPPA	4878	Digestive system disease	Digestive system disease	marker/mechanism		15613622
d008107	Liver Cirrhosis	MESH:D008103	OBP3	259247	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	PCOLCE	5118	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	PEMT	10400	Digestive system disease	Digestive system disease	marker/mechanism		29416063
d008107	Liver Cirrhosis	MESH:D008103	PLAU	5328	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		18481824|26396155
d008107	Liver Cirrhosis	MESH:D008103	PLOD2	5352	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	REN	5972	Digestive system disease	Digestive system disease	marker/mechanism		15613622
d008107	Liver Cirrhosis	MESH:D008103	RGN	9104	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	SERPINA1	5265	Digestive system disease	Digestive system disease	marker/mechanism		20511674|25579632|3485248
d008107	Liver Cirrhosis	MESH:D008103	SERPINA6	866	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	SERPING1	710	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	SERPINH1	871	Digestive system disease	Digestive system disease	marker/mechanism		24321339
d008107	Liver Cirrhosis	MESH:D008103	SLC13A4	26266	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	SLC17A2	10246	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	SLC22A8	9376	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	SLC30A10	55532	Digestive system disease	Digestive system disease	marker/mechanism		22926781
d008107	Liver Cirrhosis	MESH:D008103	SMAD3	4088	Digestive system disease	Digestive system disease	marker/mechanism		21605584
d008107	Liver Cirrhosis	MESH:D008103	SPARC	6678	Digestive system disease	Digestive system disease	marker/mechanism		23408952
d008107	Liver Cirrhosis	MESH:D008103	SPP1	6696	Digestive system disease	Digestive system disease	marker/mechanism		16221502
d008107	Liver Cirrhosis	MESH:D008103	STAT1	6772	Digestive system disease	Digestive system disease	therapeutic		17133483
d008107	Liver Cirrhosis	MESH:D008103	TAGLN2	8407	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	TGFB1	7040	Digestive system disease	Digestive system disease	marker/mechanism		21037076
d008107	Liver Cirrhosis	MESH:D008103	TGFBR1	7046	Digestive system disease	Digestive system disease	marker/mechanism		28560358
d008107	Liver Cirrhosis	MESH:D008103	THBS1	7057	Digestive system disease	Digestive system disease	marker/mechanism		18407596
d008107	Liver Cirrhosis	MESH:D008103	TMEM67	91147	Digestive system disease	Digestive system disease	marker/mechanism		19508969
d008107	Liver Cirrhosis	MESH:D008103	TNFRSF1B	7133	Digestive system disease	Digestive system disease	marker/mechanism		20353583
d008107	Liver Cirrhosis	MESH:D008103	TRPM7	54822	Digestive system disease	Digestive system disease	marker/mechanism		25150141
d008107	Liver Cirrhosis	MESH:D008103	UNC93B1	81622	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	UST5R	171398	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	VEGFA	7422	Digestive system disease	Digestive system disease	marker/mechanism		11981751
d008107	Liver Cirrhosis	MESH:D008103	VIM	7431	Digestive system disease	Digestive system disease	marker/mechanism		25226513|26396155
d008107	Liver Cirrhosis	MESH:D008103	VTN	7448	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	BCL2	596	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		23274713
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	CAT	847	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		23274713
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	COL3A1	1281	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		23274713
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	CYP2E1	1571	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		20843640
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	IL6	3569	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		23274713
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MBOAT7	79143	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		26482880
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR141	406933	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR17	406952	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR193B	574455	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR338	442906	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR3615	100500847	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR421	693122	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR423	494335	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR483	619552	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR484	619553	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
d008107	Liver Cirrhosis, Alcoholic	MESH:D008104	MIR532	693124	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		28545106
