# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC39A8	64116	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC43A2	124935	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC44A2	57153	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC46A1	113235	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC4A4	8671	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLC7A1	6541	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SLFN2	20556	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMAD2	4087	Digestive system disease	Digestive system disease	marker/mechanism		16570350
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMAD4	4089	Digestive system disease	Digestive system disease	marker/mechanism		16570350
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMARCC1	6599	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMC2	10592	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMC5	23137	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMOC1	64093	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SMOC2	64094	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SNAP23	8773	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SNAP29	9342	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SNX7	51375	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SOAT1	6646	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SOCS1	8651	Digestive system disease	Digestive system disease	marker/mechanism		15197228
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SOCS2	8835	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SOX4	6659	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SP140	11262	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SPARC	6678	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		18615449|25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SPIN2A	54466	Digestive system disease	Digestive system disease	marker/mechanism		17072980
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SPSB4	92369	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SPTAN1	6709	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SRD5A1	6715	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SREBF1	6720	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SRGN	5552	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SRI	6717	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SRR	63826	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ST14	6768	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	STAC3	246329	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	STARD13	90627	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	STAU2	27067	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	STEAP4	79689	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	STK10	6793	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SULT1E1	6783	Digestive system disease	Digestive system disease	marker/mechanism		17072980
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SULT2A1	6822	Digestive system disease	Digestive system disease	marker/mechanism		17072980
d008107	Liver Cirrhosis, Experimental	MESH:D008106	SYNRG	11276	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TAGLN2	8407	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TAP2	6891	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TAX1BP3	30851	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TBC1D9	23158	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TCF20	6942	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TCF4	6925	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TES	26136	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TFEC	22797	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TFPI2	7980	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TGFB1	7040	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		12586293|15772939|16579972|26806094|27605418
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TGFB3	7043	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TGFBR2	7048	Digestive system disease	Digestive system disease	therapeutic		15942678|16627068
d008107	Liver Cirrhosis, Experimental	MESH:D008106	THBD	7056	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	THYN1	29087	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TIAL1	7073	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TIMP1	7076	Digestive system disease	Digestive system disease	marker/mechanism		16507762|16718785|16762003|21163135|25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TIMP2	7077	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TKFC	26007	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TLR4	7099	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TM6SF1	53346	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMBIM1	64114	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM106A	113277	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM165	55858	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM178	68027	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM184B	25829	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM43	79188	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMEM65	157378	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TMSB10	9168	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TNF	7124	Digestive system disease	Digestive system disease	marker/mechanism		16085334
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TNFAIP8	25816	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TNFRSF12A	51330	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TOR4A	54863	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TPM1	7168	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TPM3	7170	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TPM4	7171	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRAFD1	10906	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRAK2	66008	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRF	22041	Digestive system disease	Digestive system disease	marker/mechanism		15650968
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRIB3	57761	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRIM24	8805	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRIM59	286827	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TRPV1	7442	Digestive system disease	Digestive system disease	marker/mechanism		17043671
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TSC22D1	8848	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TSPAN8	7103	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TSPO	706	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TSTD3	100130890	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TTC36	143941	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TUBB6	84617	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TUSC3	7991	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	TYROBP	7305	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	U2SURP	23350	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UBD	10537	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UGCG	7357	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UGT2B	24862	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UNC5CL	222643	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UNC93B1	81622	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	UST5R	171398	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VASP	7408	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VAV1	7409	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VEGFA	7422	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		18416461|18458672
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VIM	7431	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VIPR1	7433	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VOPP1	81552	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VSIR	64115	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	VWF	7450	Digestive system disease	Digestive system disease	marker/mechanism		28527913
d008107	Liver Cirrhosis, Experimental	MESH:D008106	WFDC2	10406	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	WFDC21	66107	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	WIPF1	7456	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	WLS	79971	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	WRB	71446	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	XPNPEP2	7512	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	YBX1	4904	Digestive system disease	Digestive system disease	therapeutic		16012952
d008107	Liver Cirrhosis, Experimental	MESH:D008106	YPEL3	83719	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	YWHAG	7532	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	YWHAZ	7534	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZBTB4	57659	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZDHHC13	54503	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZDHHC2	51201	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZEB2	9839	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZFP37	7539	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Cirrhosis, Experimental	MESH:D008106	ZFYVE16	9765	Digestive system disease	Digestive system disease	marker/mechanism		25380136
d008107	Liver Diseases	MESH:D008107	ABCB4	5244	Digestive system disease	Digestive system disease	marker/mechanism		29808285
d008107	Liver Diseases	MESH:D008107	ACTA2	59	Digestive system disease	Digestive system disease	marker/mechanism		11738102
d008107	Liver Diseases	MESH:D008107	AFP	174	Digestive system disease	Digestive system disease	marker/mechanism		16965562
d008107	Liver Diseases	MESH:D008107	AHR	196	Digestive system disease	Digestive system disease	marker/mechanism		20961953|8692887
d008107	Liver Diseases	MESH:D008107	ALAD	210	Digestive system disease	Digestive system disease	marker/mechanism		24631795
d008107	Liver Diseases	MESH:D008107	ALOX5AP	241	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	ALPL	249	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	AMACR	23600	Digestive system disease	Digestive system disease	marker/mechanism		12512044
d008107	Liver Diseases	MESH:D008107	ASAH2	56624	Digestive system disease	Digestive system disease	therapeutic		15946935
d008107	Liver Diseases	MESH:D008107	ATP7B	540	Digestive system disease	Digestive system disease	marker/mechanism		21364284
d008107	Liver Diseases	MESH:D008107	BCL2L1	598	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CCK	885	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CCL2	6347	Digestive system disease	Digestive system disease	marker/mechanism		17125873
d008107	Liver Diseases	MESH:D008107	CCR1	1230	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CCR2	729230	Digestive system disease	Digestive system disease	marker/mechanism		12845637
d008107	Liver Diseases	MESH:D008107	CD3D	915	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CD79B	974	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CD86	942	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CLEC4B2	381809	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	COL3A1	1281	Digestive system disease	Digestive system disease	marker/mechanism		11738102
d008107	Liver Diseases	MESH:D008107	CRISPLD2	83716	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	CSF3	1440	Digestive system disease	Digestive system disease	therapeutic		19429242
d008107	Liver Diseases	MESH:D008107	CYP1A2	1544	Digestive system disease	Digestive system disease	marker/mechanism		12969438
d008107	Liver Diseases	MESH:D008107	CYP7B1	9420	Digestive system disease	Digestive system disease	marker/mechanism		9802883
d008107	Liver Diseases	MESH:D008107	DDAH1	23576	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	ENO3	2027	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	GABRR2	2570	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	GGT1	2678	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	GNG8	94235	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	GPT	2875	Digestive system disease	Digestive system disease	marker/mechanism		25455894
d008107	Liver Diseases	MESH:D008107	GRK5	2869	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	HK3	3101	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	HMOX1	3162	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		16964402|17002867|17275847
d008107	Liver Diseases	MESH:D008107	HPGDS	27306	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	HSPA1A	3303	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	IL11	3589	Digestive system disease	Digestive system disease	therapeutic		16964402
d008107	Liver Diseases	MESH:D008107	IL1R2	7850	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	IL1RAP	3556	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	IL9R	3581	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	INS	3630	Digestive system disease	Digestive system disease	marker/mechanism		29684222
d008107	Liver Diseases	MESH:D008107	ITGB6	3694	Digestive system disease	Digestive system disease	marker/mechanism		18221819
d008107	Liver Diseases	MESH:D008107	JUP	3728	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	LAT	27040	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	LTB4R	1241	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	MMP9	4318	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	MTHFR	4524	Digestive system disease	Digestive system disease	marker/mechanism		16877991
d008107	Liver Diseases	MESH:D008107	NFKB1	4790	Digestive system disease	Digestive system disease	therapeutic		15743782
d008107	Liver Diseases	MESH:D008107	NOS2	4843	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	NPC1	4864	Digestive system disease	Digestive system disease	marker/mechanism		24901380
d008107	Liver Diseases	MESH:D008107	NQO1	1728	Digestive system disease	Digestive system disease	marker/mechanism		16610002|17405841
d008107	Liver Diseases	MESH:D008107	NR1H4	9971	Digestive system disease	Digestive system disease	marker/mechanism		22130247
d008107	Liver Diseases	MESH:D008107	NRP1	8829	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	OBP3	259247	Digestive system disease	Digestive system disease	marker/mechanism		1715830
d008107	Liver Diseases	MESH:D008107	RAC1	5879	Digestive system disease	Digestive system disease	marker/mechanism		17058265
d008107	Liver Diseases	MESH:D008107	RNASE6	6039	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	RT1-DOA	24984	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	SC5D	6309	Digestive system disease	Digestive system disease	marker/mechanism		12189593
d008107	Liver Diseases	MESH:D008107	SCO1	6341	Digestive system disease	Digestive system disease	marker/mechanism		23345593
d008107	Liver Diseases	MESH:D008107	SERPINA1	5265	Digestive system disease	Digestive system disease	marker/mechanism		17006946|17659342|3485248|4117996|5095241|6600583
d008107	Liver Diseases	MESH:D008107	SERPINE1	5054	Digestive system disease	Digestive system disease	marker/mechanism		29684222
d008107	Liver Diseases	MESH:D008107	SLCO1A1	28248	Digestive system disease	Digestive system disease	marker/mechanism		22461449
d008107	Liver Diseases	MESH:D008107	SOCS1	8651	Digestive system disease	Digestive system disease	marker/mechanism		15197228
d008107	Liver Diseases	MESH:D008107	SOCS3	9021	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	SOD1	6647	Digestive system disease	Digestive system disease	marker/mechanism		17877538
d008107	Liver Diseases	MESH:D008107	SRSF5	6430	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	ST8SIA1	6489	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	SULT1E1	6783	Digestive system disease	Digestive system disease	marker/mechanism		25922074
d008107	Liver Diseases	MESH:D008107	TGM1	7051	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	TIMP3	7078	Digestive system disease	Digestive system disease	marker/mechanism		19784758
d008107	Liver Diseases	MESH:D008107	TM4SF4	7104	Digestive system disease	Digestive system disease	marker/mechanism		17069928
d008107	Liver Diseases	MESH:D008107	TNF	7124	Digestive system disease	Digestive system disease	marker/mechanism		15946935
d008107	Liver Diseases	MESH:D008107	TREM1	54210	Digestive system disease	Digestive system disease	marker/mechanism		12651611
d008107	Liver Diseases	MESH:D008107	TXN	7295	Digestive system disease	Digestive system disease	therapeutic		16996028
d008107	Liver Diseases	MESH:D008107	TYROBP	7305	Digestive system disease	Digestive system disease	marker/mechanism		12651611
d008107	Liver Diseases, Alcoholic	MESH:D008108	PNPLA3	80339	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		19946271
d008107	Liver Diseases, Alcoholic	MESH:D008108	PPARD	5467	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		27765815
d008107	Liver Diseases, Alcoholic	MESH:D008108	RBP4	5950	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		16762690
d008107	Liver Diseases, Alcoholic	MESH:D008108	SPP1	6696	Digestive system disease|Substance-related disorder	Digestive system disease|Substance-related disorder	marker/mechanism		18703563
d008107	Liver Diseases, Parasitic	MESH:D008109	CYP2A6	1548	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		8896890
d008107	Liver Diseases, Parasitic	MESH:D008109	GNAS	2778	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	KMT2C	58508	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	KRAS	3845	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	PEG3	5178	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	RNF43	54894	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	ROBO2	6092	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	SMAD4	4089	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Diseases, Parasitic	MESH:D008109	TP53	7157	Digestive system disease|Parasitic disease	Digestive system disease|Parasitic disease	marker/mechanism		22561520
d008107	Liver Failure	MESH:D017093	ACADM	34	Digestive system disease	Digestive system disease	marker/mechanism		9090694
d008107	Liver Failure	MESH:D017093	F2	2147	Digestive system disease	Digestive system disease	marker/mechanism		18618250
d008107	Liver Failure	MESH:D017093	ORM1	5004	Digestive system disease	Digestive system disease	therapeutic		18256743
d008107	Liver Failure	MESH:D017093	VEGFA	7422	Digestive system disease	Digestive system disease	therapeutic		16757304
d008107	Liver Failure, Acute	MESH:D017114	ALB	213	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		16750869|18609519
d008107	Liver Failure, Acute	MESH:D017114	ATP7B	540	Digestive system disease	Digestive system disease	marker/mechanism		25134866
d008107	Liver Failure, Acute	MESH:D017114	CAST	831	Digestive system disease	Digestive system disease	therapeutic		16871587
d008107	Liver Failure, Acute	MESH:D017114	CD74	972	Digestive system disease	Digestive system disease	marker/mechanism		16799971
d008107	Liver Failure, Acute	MESH:D017114	CSF3	1440	Digestive system disease	Digestive system disease	marker/mechanism		21550386
d008107	Liver Failure, Acute	MESH:D017114	FAS	355	Digestive system disease	Digestive system disease	marker/mechanism		12828076
d008107	Liver Failure, Acute	MESH:D017114	FASLG	356	Digestive system disease	Digestive system disease	marker/mechanism		19505222
d008107	Liver Failure, Acute	MESH:D017114	FST	10468	Digestive system disease	Digestive system disease	marker/mechanism		12560755
d008107	Liver Failure, Acute	MESH:D017114	GC	2638	Digestive system disease	Digestive system disease	marker/mechanism		17852808|8666322
